task_id,skill_id,skill_name,skill_type,required_level,is_critical
TSK001228,33e584f9-ff7a-4979-bfc0-5a3a374a145a,social network analysis,knowledge,3,0
TSK001228,c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,knowledge,4,0
TSK001228,5b26f08b-88bc-45f0-b901-530d7786466b,scientific computing,knowledge,5,1
TSK001228,b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,AJAX,knowledge,4,0
TSK001228,03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,knowledge,4,0
TSK001229,c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,skill/competence,2,0
TSK001229,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,5,1
TSK001229,629685b8-5f9e-4522-8cff-b3e2c4ec625a,digital data processing,,5,1
TSK001229,98a1dec3-8138-4f46-a596-5e2a83b884b9,business analytics,knowledge,4,1
TSK001229,1110c92f-3059-445a-9436-0f4200d365f5,Sass,knowledge,2,0
TSK001230,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,3,0
TSK001230,fda917eb-0d6a-4371-8c93-2a10bf950966,manage ICT semantic integration,skill/competence,5,1
TSK001230,4463a721-69f3-413d-8321-43e3af13a4f1,use databases,skill/competence,1,0
TSK001230,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,3,0
TSK001230,cb89a5c0-b5cb-4c62-8e7e-7714631b66b5,create semantic trees,skill/competence,2,0
TSK001230,cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,apply ICT systems theory,skill/competence,4,1
TSK001230,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,5,1
TSK001230,5da8018b-ae85-4cde-ad93-0394369018f3,SPARQL,knowledge,5,1
TSK001230,c2999f0c-eb37-4cdf-b9b0-82107b628794,style sheet languages,knowledge,5,1
TSK001230,81633a44-f1db-4a01-a940-804c6905e330,use word processing software,skill/competence,3,0
TSK001231,901105f8-3a08-453e-b1dc-23619e317fd3,create flowchart diagram,skill/competence,4,1
TSK001231,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,2,0
TSK001231,b3c8eada-b0a8-4b61-968b-b354fbfb6874,configure ICT system,skill/competence,1,0
TSK001231,d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,knowledge,2,1
TSK001231,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,3,1
TSK001231,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,2,0
TSK001231,71746a0b-e58d-4dc4-ad03-bd84082eae21,collect customer feedback on applications,skill/competence,2,0
TSK001231,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,1,0
TSK001231,23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,knowledge,2,0
TSK001231,e8b89eb6-51e8-4c3a-babb-88b2e110376b,Pascal (computer programming),knowledge,2,0
TSK001232,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,2,1
TSK001232,23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,knowledge,2,0
TSK001233,eb0e5615-1575-4a86-a1a2-7d39595033c5,ABAP,knowledge,1,0
TSK001233,000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,knowledge,1,0
TSK001233,d1072655-88ce-4445-8803-e6273da273e7,blueprints,knowledge,2,0
TSK001233,ee8fee1a-75c1-43fb-b08d-779929f99249,apply control process statistical methods,skill/competence,1,0
TSK001233,51586df8-1c46-4b47-8583-773cb63bf00b,R,knowledge,2,0
TSK001233,efa141df-f382-418f-9121-bd88fd735669,mechanics,knowledge,3,1
TSK001233,209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,knowledge,2,0
TSK001233,867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,knowledge,3,1
TSK001234,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,2,0
TSK001234,f28617ad-afdd-4041-814c-216153a38998,analyse software specifications,skill/competence,3,1
TSK001234,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,2,0
TSK001234,ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,knowledge,1,0
TSK001234,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,1,0
TSK001234,d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (computer programming),knowledge,2,0
TSK001234,bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,knowledge,3,1
TSK001234,39f67488-cfd3-4370-8d7e-da98163102d9,evaluate research activities,skill/competence,1,0
TSK001234,8327754d-3990-4056-b07e-4faa49cfcd26,innovate in ICT,skill/competence,2,0
TSK001235,fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models,knowledge,3,1
TSK001235,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,3,1
TSK001235,c3c2420c-ce9a-4371-8eed-1db479c3a562,write scientific publications,skill/competence,3,1
TSK001235,da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,skill/competence,3,0
TSK001235,f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,knowledge,2,0
TSK001235,c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,knowledge,2,0
TSK001235,c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (tools for software configuration management),knowledge,2,0
TSK001236,8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,skill/competence,2,0
TSK001236,925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,knowledge,3,1
TSK001236,9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,2,0
TSK001236,af7ae54f-4649-4c16-87c7-59ba41d4d57f,SPARK,knowledge,3,1
TSK001236,03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,knowledge,3,0
TSK001236,e9575f7f-053a-439e-8074-f93df3334e92,data ethics,knowledge,3,1
TSK001236,bbd57056-80e0-45bb-a2c1-658ed99a1251,conduct performance tests,skill/competence,3,0
TSK001237,925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,knowledge,2,0
TSK001237,72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,knowledge,3,1
TSK001237,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,1,0
TSK001237,be48353d-25c7-4f86-bea9-7b9e248fbc6e,interpret technical requirements,skill/competence,3,1
TSK001237,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,3,0
TSK001237,7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,knowledge,3,0
TSK001237,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,1,0
TSK001237,bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,skill/competence,3,0
TSK001237,d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,knowledge,3,0
TSK001238,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,2,0
TSK001238,d78dedfc-21d2-45fd-ba05-e56b7a8865e6,network standards,knowledge,2,0
TSK001238,2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,skill/competence,2,0
TSK001238,8fa840f7-e66a-4370-8e6d-7d554260c31c,forecast future ICT network needs,skill/competence,3,0
TSK001238,2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),knowledge,4,1
TSK001238,b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,AJAX,knowledge,4,1
TSK001238,16594fea-3004-4730-838f-e35a432b49da,perform stock valuation,skill/competence,1,0
TSK001239,ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,knowledge,3,1
TSK001239,86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,apply information security policies,skill/competence,1,0
TSK001239,acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,implement a virtual private network,skill/competence,3,1
TSK001239,bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,implement ICT network diagnostic tools,skill/competence,4,1
TSK001239,2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,skill/competence,2,0
TSK001239,11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information security strategy,knowledge,2,0
TSK001239,13bdd41a-2a18-441f-96db-41252c519413,Visual Basic,knowledge,1,0
TSK001239,2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),knowledge,2,0
TSK001240,bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,knowledge,4,1
TSK001240,1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,knowledge,4,1
TSK001240,89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,knowledge,2,0
TSK001240,8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,cloud monitoring and reporting,knowledge,2,0
TSK001240,013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,knowledge,3,0
TSK001240,56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,ASP.NET,knowledge,4,1
TSK001240,dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,knowledge,2,0
TSK001241,ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,knowledge,2,0
TSK001241,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,2,0
TSK001241,eb3aa8c1-fb14-47b4-a352-b7975abd2480,replicate customer software issues,skill/competence,3,1
TSK001241,901105f8-3a08-453e-b1dc-23619e317fd3,create flowchart diagram,skill/competence,3,1
TSK001241,0b0335f3-0aa1-491e-895e-81fc8774a300,develop automated migration methods,skill/competence,2,0
TSK001241,e043aeeb-78f5-4049-afbf-12bba52225bc,hardware architectures,knowledge,3,0
TSK001241,04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,knowledge,3,1
TSK001241,dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,knowledge,3,0
TSK001241,ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,knowledge,1,0
TSK001242,a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,knowledge,4,1
TSK001242,eb0e5615-1575-4a86-a1a2-7d39595033c5,ABAP,knowledge,4,1
TSK001242,bf942c60-8539-4951-83ee-63f770da1cb8,program a CNC controller,skill/competence,2,0
TSK001242,3b3b7373-220a-4287-87cf-e24a208b63c6,quality and cycle time optimisation,knowledge,4,0
TSK001242,2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,skill/competence,2,0
TSK001242,37838e04-ac5f-43a5-82d0-35f42351fd60,advise on safety improvements,skill/competence,3,0
TSK001242,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,3,0
TSK001243,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,5,1
TSK001243,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,5,1
TSK001243,6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,knowledge,5,1
TSK001243,c7cc6dc5-d56b-4323-8e5c-47c4022f615f,quality assurance methodologies,knowledge,5,1
TSK001243,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,4,0
TSK001243,ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,skill/competence,4,0
TSK001243,a4e31589-3632-4926-91d0-15b889c90b9b,IBM WebSphere,knowledge,4,0
TSK001243,5e80353d-53ed-4e64-a5ff-0e3ec52156fa,direct logistical functions,skill/competence,5,1
TSK001243,f5794c88-ab8e-4208-a9e6-95d6cf9b5a6f,coordinate import transportation activities,skill/competence,4,0
TSK001244,248894d1-42dc-474f-af6e-2da52ac0c679,define technology strategy,skill/competence,5,1
TSK001244,02058de6-4b98-449f-8a45-8588b0eb2446,network engineering,knowledge,5,1
TSK001244,0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,knowledge,5,1
TSK001244,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,5,1
TSK001244,2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,skill/competence,5,1
TSK001244,ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,skill/competence,5,0
TSK001244,6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,knowledge,5,0
TSK001244,efc49485-b24b-46d5-825c-d9d80864c8da,manage the fleet according to planned operations,skill/competence,3,0
TSK001245,3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,knowledge,4,1
TSK001245,6c08403c-a5bb-4868-b8c2-b7d039c0e511,design database scheme,skill/competence,2,0
TSK001245,0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,skill/competence,4,1
TSK001245,3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,knowledge,4,1
TSK001246,cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,manage standards for data exchange,skill/competence,3,0
TSK001246,7814e88f-c133-4c3b-b27f-857afa145d42,ICT security legislation,knowledge,5,1
TSK001246,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,2,0
TSK001246,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,4,0
TSK001247,9cf681c7-89ec-470c-b651-7fe03786f586,query languages,knowledge,2,0
TSK001247,cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,knowledge,5,1
TSK001247,e819cc1e-09d9-47f2-b418-93972852daef,MarkLogic,knowledge,2,0
TSK001247,42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,knowledge,5,1
TSK001248,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,5,1
TSK001248,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,5,1
TSK001248,0b0335f3-0aa1-491e-895e-81fc8774a300,develop automated migration methods,skill/competence,5,1
TSK001248,cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49,systems theory,knowledge,2,0
TSK001248,0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,skill/competence,4,1
TSK001248,3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,knowledge,2,0
TSK001248,4463a721-69f3-413d-8321-43e3af13a4f1,use databases,skill/competence,3,0
TSK001248,b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,knowledge,3,0
TSK001249,ab67fbfb-0ca7-4345-8bf6-af8f59480212,design database backup specifications,skill/competence,2,0
TSK001249,022dc430-872a-473a-9cf4-fed4895e58ad,define database physical structure,skill/competence,5,1
TSK001249,a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage,knowledge,4,1
TSK001249,897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,knowledge,5,1
TSK001249,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,3,0
TSK001249,7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,skill/competence,4,1
TSK001249,def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,knowledge,3,0
TSK001249,dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,skill/competence,5,1
TSK001249,b8eb2517-37d8-43e6-9856-9c29d5c51fde,Filemaker (database management systems),knowledge,3,0
TSK001249,92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts,skill/competence,3,0
TSK001250,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,3,0
TSK001250,65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,4,1
TSK001250,629685b8-5f9e-4522-8cff-b3e2c4ec625a,digital data processing,,5,1
TSK001250,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,5,1
TSK001250,43ae58b9-5e56-4524-b45a-b422777a0576,database,knowledge,3,0
TSK001250,be252635-341e-4b1c-b94f-aef362b645ed,business loans,knowledge,3,0
TSK001251,1b70a55d-b8a4-49fc-96c6-15ab4cff2522,use data processing techniques,skill/competence,3,0
TSK001251,629685b8-5f9e-4522-8cff-b3e2c4ec625a,digital data processing,,3,0
TSK001251,7ee4c2ea-b349-4bd2-81a3-ec31475d4833,statistics,knowledge,5,1
TSK001251,98a1dec3-8138-4f46-a596-5e2a83b884b9,business analytics,knowledge,3,0
TSK001251,327d15c8-29ff-4ad4-a4fe-6536d777a45f,documentation types,knowledge,5,1
TSK001251,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,5,1
TSK001251,5da8018b-ae85-4cde-ad93-0394369018f3,SPARQL,knowledge,5,1
TSK001251,47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,skill/competence,5,1
TSK001251,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,4,0
TSK001251,56ff27ef-2565-45bf-a70c-f06d78d2a480,create a financial plan,skill/competence,4,0
TSK001252,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,knowledge,5,1
TSK001252,cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,knowledge,5,1
TSK001252,1b70a55d-b8a4-49fc-96c6-15ab4cff2522,use data processing techniques,skill/competence,4,0
TSK001252,4a193795-fa63-414e-9f2e-bfdb3924571e,handle data samples,skill/competence,3,0
TSK001252,c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,knowledge,3,0
TSK001252,8dcbcabe-09f7-4d11-940d-125af57bbc40,track key performance indicators,skill/competence,3,0
TSK001252,c9f4efcd-e16a-4515-a0cb-60c6c479853d,actuarial science,knowledge,2,0
TSK001253,07e51c60-763a-4335-b4ec-70a15f66d328,propose ICT solutions to business problems,skill/competence,3,0
TSK001253,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,5,1
TSK001253,9714735d-6f60-440b-bdbc-aaf45ebcbe78,analyse the context of an organisation,skill/competence,5,1
TSK001253,3c03ee71-4a23-448f-b79e-81fd75d27dca,apply change management,skill/competence,5,1
TSK001253,e5609f89-0daf-40bb-bd6b-94f5d7498131,ICT market,knowledge,5,1
TSK001253,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,3,0
TSK001253,66baba7d-178e-4c51-935f-03a9049ff2f6,communicate with banking professionals,skill/competence,3,0
TSK001253,be252635-341e-4b1c-b94f-aef362b645ed,business loans,knowledge,5,1
TSK001254,ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,knowledge,3,1
TSK001254,438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,knowledge,2,0
TSK001255,17c9a790-5664-4673-8237-c4cf3c5a8da5,conduct impact evaluation of ICT processes on business,skill/competence,3,1
TSK001255,37bc4dc0-1233-4008-98db-1116d0c1cfcc,define security policies,skill/competence,3,1
TSK001255,ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,knowledge,3,1
TSK001255,2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT network security risks,knowledge,3,1
TSK001255,c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,knowledge,2,0
TSK001255,0868eef3-2213-4572-9343-74931345a7d3,administer ICT system,skill/competence,3,0
TSK001255,628664ec-a63b-4486-8d65-02aba81c82a0,ICT sales methodologies,knowledge,3,0
TSK001255,8ff015a0-98ea-4d80-a23e-1f68110a919e,software design methodologies,knowledge,3,0
TSK001256,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,4,1
TSK001256,fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a,develop contingency plans for emergencies,skill/competence,3,1
TSK001256,7adb8473-bcc6-4ff8-9850-76d945d40092,analyse ICT system,skill/competence,3,0
TSK001256,9190d87f-9792-42e0-bb7f-64294a656bcd,monitor system performance,skill/competence,3,0
TSK001256,a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,knowledge,2,0
TSK001256,c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,knowledge,3,0
TSK001256,9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,knowledge,3,0
TSK001257,be727774-46d7-43d7-aee9-1a51b5cd8c71,carry out statistical forecasts,skill/competence,3,1
TSK001257,d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,knowledge,3,0
TSK001257,6f8baa62-bc2b-4cc1-942b-f540c837cfa2,outsourcing strategy,knowledge,3,0
TSK001257,27ed854c-15b8-4ba2-90e9-ae888a219703,perform business analysis,skill/competence,4,1
TSK001257,0a52bed5-fd29-45fb-aba6-e32bccfda1c1,plan migration to cloud,skill/competence,3,0
TSK001257,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,2,0
TSK001257,03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,skill/competence,1,0
TSK001258,ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,knowledge,2,0
TSK001258,a3ce2bf7-5562-4639-9b52-fdb4850a3904,ICT problem management techniques,knowledge,3,0
TSK001258,17c9a790-5664-4673-8237-c4cf3c5a8da5,conduct impact evaluation of ICT processes on business,skill/competence,3,0
TSK001258,2a3a96a3-709e-4d60-81f6-d247d6933f13,manage system security,skill/competence,3,0
TSK001258,c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,knowledge,2,0
TSK001258,c544a9f3-5945-4b54-afed-de0697852817,report analysis results,skill/competence,4,1
TSK001258,7a8fb784-67fa-41e9-a75c-6b491d91f800,develop strategy to solve problems,skill/competence,4,1
TSK001258,ba04b19b-0b18-4d5c-b799-4db31a98e58d,BlackBerry,knowledge,2,0
TSK001258,8088750d-8388-4170-a76f-48354c469c44,cyber security,knowledge,4,0
TSK001258,d8829a1d-dbde-435b-b921-29d6462f35c9,Android (mobile operating systems),knowledge,4,1
TSK001259,9190d87f-9792-42e0-bb7f-64294a656bcd,monitor system performance,skill/competence,4,1
TSK001259,9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,solve ICT system problems,skill/competence,4,1
TSK001259,07e47d58-dd0e-4302-9e68-70a188e89065,apply system organisational policies,skill/competence,3,0
TSK001259,d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,knowledge,4,0
TSK001259,5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,knowledge,3,0
TSK001259,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,2,0
TSK001260,2857540c-180b-4208-9127-e94a01871966,align software with system architectures,skill/competence,3,1
TSK001260,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,5,1
TSK001260,ee3c1d54-f46a-43c7-a0f9-0ba3648164d0,design enterprise architecture,skill/competence,3,1
TSK001260,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,3,0
TSK001260,0e0c9c11-b39e-43cf-ba95-2fe646f5de64,identify customer requirements,skill/competence,2,0
TSK001260,8fa840f7-e66a-4370-8e6d-7d554260c31c,forecast future ICT network needs,skill/competence,3,0
TSK001261,fae27053-8924-4bfd-b565-c9fe502044c9,system design,knowledge,3,0
TSK001261,ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,skill/competence,3,0
TSK001261,2857540c-180b-4208-9127-e94a01871966,align software with system architectures,skill/competence,5,1
TSK001261,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,2,0
TSK001261,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,4,1
TSK001261,90be83d9-56f1-46a4-a6bc-96c51f6c9025,acquire system component,skill/competence,3,0
TSK001261,0fb753a1-2ef2-4429-84d2-ecb2b24daf7a,Apache Tomcat,knowledge,3,0
TSK001262,0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,skill/competence,5,1
TSK001262,0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,ethical hacking principles,knowledge,3,0
TSK001262,ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,manage ICT virtualisation environments,skill/competence,3,0
TSK001263,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,4,1
TSK001263,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,2,0
TSK001263,117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,knowledge,4,1
TSK001263,5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,skill/competence,4,0
TSK001263,f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,knowledge,2,0
TSK001263,0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,knowledge,3,0
TSK001264,9ff9db9d-d14b-426e-83f3-e7449af6c79f,manage data,skill/competence,5,1
TSK001264,46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,3,0
TSK001264,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,5,1
TSK001264,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,4,0
TSK001264,3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,knowledge,3,0
TSK001264,b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,identify legal requirements,skill/competence,4,0
TSK001265,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,3,0
TSK001265,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,5,1
TSK001265,4a193795-fa63-414e-9f2e-bfdb3924571e,handle data samples,skill/competence,5,1
TSK001265,65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,3,0
TSK001265,46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,5,1
TSK001265,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,5,1
TSK001265,1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,knowledge,5,1
TSK001265,48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,skill/competence,5,1
TSK001265,9714735d-6f60-440b-bdbc-aaf45ebcbe78,analyse the context of an organisation,skill/competence,3,0
TSK001266,93e65de1-923c-437e-aa5b-e6002967ce71,web based collaborative platforms,knowledge,5,1
TSK001266,16a00c69-9c74-4c37-96d7-6301d285e5ce,use e-services,skill/competence,5,1
TSK001266,0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,skill/competence,3,0
TSK001266,69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,knowledge,3,0
TSK001266,0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,knowledge,5,1
TSK001266,013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,knowledge,5,1
TSK001266,04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,knowledge,5,1
TSK001266,6a59e69f-4f2c-4277-bbb3-c7bb792569d5,manage company transport strategy,skill/competence,4,0
TSK001267,fc94266b-322d-4f1d-87a0-03f999e72344,blockchain mining principles,knowledge,4,1
TSK001267,0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,skill/competence,2,0
TSK001268,ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,skill/competence,4,0
TSK001268,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,3,0
TSK001268,b04f377b-ee80-4b38-aca1-19d266a23b17,analyse business requirements,skill/competence,4,1
TSK001268,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,5,1
TSK001268,c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,knowledge,4,0
