skill_id,esco_concept_uri,skill_name,skill_type,reuse_level
3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,knowledge,sector-specific
3cdf3193-e070-40aa-a1b1-ab985db2c647,http://data.europa.eu/esco/skill/3cdf3193-e070-40aa-a1b1-ab985db2c647,editorial standards,knowledge,cross-sector
3ce1fe19-7f9e-4070-941d-651673a5693b,http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b,decision support systems,knowledge,sector-specific
3cee858e-79e8-4a4b-b99f-93c7f735d58b,http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,knowledge,sector-specific
3cfa46e9-b7da-44ac-b09e-9596dffe0425,http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425,optimise choice of ICT solution,skill/competence,sector-specific
3d03c40c-1b83-4793-8902-2523f40af59e,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,knowledge,sector-specific
3d3db1e7-b041-495e-8a93-deeacded8a2f,http://data.europa.eu/esco/skill/3d3db1e7-b041-495e-8a93-deeacded8a2f,test for emotional patterns,skill/competence,cross-sector
3d3ee5c3-4286-457f-9f76-1704011f7e11,http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,comply with legal regulations,skill/competence,cross-sector
3d427a49-4f85-42cd-8a92-62d4a34f41a1,http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1,file documents,skill/competence,sector-specific
3d64b8fd-bb09-4d13-a3cf-300ed8909088,http://data.europa.eu/esco/skill/3d64b8fd-bb09-4d13-a3cf-300ed8909088,write specifications,skill/competence,cross-sector
3d913cd3-4ba3-4be9-8b35-4ad0de5ccb60,http://data.europa.eu/esco/skill/3d913cd3-4ba3-4be9-8b35-4ad0de5ccb60,track shipments,skill/competence,sector-specific
3d957fb2-b8f4-4b4c-b955-23299c761ad5,http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,design web-based courses,skill/competence,cross-sector
3d96dc4c-d812-4015-b1f9-8307c086c595,http://data.europa.eu/esco/skill/3d96dc4c-d812-4015-b1f9-8307c086c595,evaluate marketing content,skill/competence,cross-sector
3dbb132f-fb62-4227-8277-7c89a9fe4749,http://data.europa.eu/esco/skill/3dbb132f-fb62-4227-8277-7c89a9fe4749,compile appraisal reports,skill/competence,cross-sector
3dc6fd8e-6ff7-432e-a262-04d487858efb,http://data.europa.eu/esco/skill/3dc6fd8e-6ff7-432e-a262-04d487858efb,assemble hardware components,skill/competence,cross-sector
3dde5918-f4c6-4d46-9d6f-c7b2865f594f,http://data.europa.eu/esco/skill/3dde5918-f4c6-4d46-9d6f-c7b2865f594f,analyse insurance needs,skill/competence,cross-sector
3de14645-0c33-4ea0-b544-a962e8705173,http://data.europa.eu/esco/skill/3de14645-0c33-4ea0-b544-a962e8705173,set up photographic equipment,skill/competence,sector-specific
3dfa5c1e-a2cc-4c09-9e60-d21b28072c37,http://data.europa.eu/esco/skill/3dfa5c1e-a2cc-4c09-9e60-d21b28072c37,trade union regulations,knowledge,cross-sector
3dffcb35-26d4-4fee-8517-002f9e40508a,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrate biogas energy in buildings,skill/competence,sector-specific
3e04e39d-9eb6-4167-ad2d-e3413f647e4e,http://data.europa.eu/esco/skill/3e04e39d-9eb6-4167-ad2d-e3413f647e4e,organise business documents,skill/competence,cross-sector
3e23db60-0c3d-498a-a6ac-ffbed0ecb033,http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ICT accessibility standards,knowledge,sector-specific
3e2ab38a-4519-4bef-b762-a8bf4836a775,http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,skill/competence,cross-sector
3e37d714-4d65-416d-a138-46f7e2a98073,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,design heat pump installations,skill/competence,sector-specific
3e40c7d0-0e36-4b33-bc33-0aa87eda0561,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,electrical engineering,knowledge,cross-sector
3e4776e7-dd79-4a18-b334-6e8f9e989a49,http://data.europa.eu/esco/skill/3e4776e7-dd79-4a18-b334-6e8f9e989a49,liaise with union officials,skill/competence,cross-sector
3e679f1c-e515-4f1b-82b3-2a7e848183a5,http://data.europa.eu/esco/skill/3e679f1c-e515-4f1b-82b3-2a7e848183a5,advise on drafting policies,skill/competence,sector-specific
3e71ddfd-fff4-4c8d-a510-a46f4e2edb6b,http://data.europa.eu/esco/skill/3e71ddfd-fff4-4c8d-a510-a46f4e2edb6b,medical device test procedures,knowledge,cross-sector
3e7516dc-0f7c-4686-8b2f-fade4e5d21be,http://data.europa.eu/esco/skill/3e7516dc-0f7c-4686-8b2f-fade4e5d21be,3D texturing,knowledge,sector-specific
3e75d405-c3d1-4a66-9963-05a9397d68fb,http://data.europa.eu/esco/skill/3e75d405-c3d1-4a66-9963-05a9397d68fb,printed circuit boards testing methods,knowledge,cross-sector
3e9b580d-811b-48df-a5d1-a7bdd26f901f,http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f,prepare financial auditing reports,skill/competence,cross-sector
3ebc672a-8049-4305-8c42-0e9168b92798,http://data.europa.eu/esco/skill/3ebc672a-8049-4305-8c42-0e9168b92798,analyse booking patterns,skill/competence,occupation-specific
3ec2e4d6-7000-4905-bf1a-c5b1679416de,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,knowledge,occupation-specific
3edfa33c-c644-4a9a-acd1-e82039daa663,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promote the use of sustainable transport,skill/competence,sector-specific
3edfcb2b-2d0e-4673-87ce-f55c37eb5fca,http://data.europa.eu/esco/skill/3edfcb2b-2d0e-4673-87ce-f55c37eb5fca,monitor manufacturing quality standards,skill/competence,cross-sector
3ee090a1-9d1c-44ed-bd93-f6b7c9b68a97,http://data.europa.eu/esco/skill/3ee090a1-9d1c-44ed-bd93-f6b7c9b68a97,manage payroll reports,skill/competence,cross-sector
3eefeaa0-54c0-4199-83a3-0a71078ba1c5,http://data.europa.eu/esco/skill/3eefeaa0-54c0-4199-83a3-0a71078ba1c5,assess risks of clients' assets,skill/competence,cross-sector
3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,knowledge,sector-specific
3f86173d-e101-4fcd-934f-ff9de29c081c,http://data.europa.eu/esco/skill/3f86173d-e101-4fcd-934f-ff9de29c081c,perform system analysis,skill/competence,occupation-specific
3fa8e226-4f06-4efb-8abe-26dbc1f5c085,http://data.europa.eu/esco/skill/3fa8e226-4f06-4efb-8abe-26dbc1f5c085,maintain incident reporting records,skill/competence,cross-sector
3fb8b724-1d52-4d11-b8b8-1776f558d1f0,http://data.europa.eu/esco/skill/3fb8b724-1d52-4d11-b8b8-1776f558d1f0,design ICT hardware placement,skill/competence,occupation-specific
3fc5a30d-d493-44ed-a2b5-ff9a50f84de3,http://data.europa.eu/esco/skill/3fc5a30d-d493-44ed-a2b5-ff9a50f84de3,solve bank account problems,skill/competence,sector-specific
3fcc49e8-71f8-4265-9e48-2e8c3465340a,http://data.europa.eu/esco/skill/3fcc49e8-71f8-4265-9e48-2e8c3465340a,provide information on study programmes,skill/competence,cross-sector
3ff589b7-68df-4ea5-ae41-b395bdb2378f,http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,ICT security standards,knowledge,sector-specific
40001d93-8937-4859-89d5-2dca53290ff4,http://data.europa.eu/esco/skill/40001d93-8937-4859-89d5-2dca53290ff4,share through digital technologies,skill/competence,cross-sector
4012e28f-1826-4024-9772-7a4183d63b7f,http://data.europa.eu/esco/skill/4012e28f-1826-4024-9772-7a4183d63b7f,provide feedback on job performance,skill/competence,cross-sector
401d8d12-b56d-4c71-ac58-f791e8c085b4,http://data.europa.eu/esco/skill/401d8d12-b56d-4c71-ac58-f791e8c085b4,liaise with financiers,skill/competence,cross-sector
401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,knowledge,sector-specific
40f27736-0d98-4446-8234-11646e4f4bc3,http://data.europa.eu/esco/skill/40f27736-0d98-4446-8234-11646e4f4bc3,oversee logistics of finished products,skill/competence,cross-sector
40f65a56-ccbe-4601-9f32-1cc6cdd24f28,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,waste management,knowledge,cross-sector
4134622c-c3fb-4a41-beb6-6d58ba5107db,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,skill/competence,cross-sector
414332e4-8347-4771-b947-65bd3801a620,http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620,use consulting techniques,skill/competence,cross-sector
414c9c90-3bff-474b-88d4-6d5fc4dbf3c8,http://data.europa.eu/esco/skill/414c9c90-3bff-474b-88d4-6d5fc4dbf3c8,follow newspaper house style,skill/competence,sector-specific
415abd43-e8e5-4643-b5da-5f11307af57a,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,skill/competence,cross-sector
415f816c-07ae-4ac1-9ddb-ecaa9957a249,http://data.europa.eu/esco/skill/415f816c-07ae-4ac1-9ddb-ecaa9957a249,law enforcement,knowledge,cross-sector
418a56a2-7cfc-4b6d-8cf5-5c2add99a849,http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,provide ICT system training,skill/competence,sector-specific
41a3240f-58ba-44e2-a688-edeb21ea5c16,http://data.europa.eu/esco/skill/41a3240f-58ba-44e2-a688-edeb21ea5c16,conduct quality control analysis,skill/competence,cross-sector
41bf7ede-fc84-4a57-8c89-b548d11b0ba1,http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,manage business knowledge,skill/competence,cross-sector
41cfce6d-5c0d-4af8-8ddc-32f7fbc07842,http://data.europa.eu/esco/skill/41cfce6d-5c0d-4af8-8ddc-32f7fbc07842,enable access to services,skill/competence,sector-specific
41ec47dd-08b3-464a-9c45-c706f3e74467,http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,industrial software,knowledge,cross-sector
4216e465-7baa-4884-a241-54b197bb9278,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,perform data mining,skill/competence,sector-specific
426c1016-5a78-4357-9734-9cf5127d4fb7,http://data.europa.eu/esco/skill/426c1016-5a78-4357-9734-9cf5127d4fb7,assess employees' capability levels,skill/competence,cross-sector
426ceaba-6867-481c-bb6b-aee3933da7d2,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,ICT safety,,
42b23922-1c40-4dbe-9e0c-7a568dfdf06b,http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,adjust engineering designs,skill/competence,cross-sector
42c25baf-ccb3-47d9-a872-bb2ceb615538,http://data.europa.eu/esco/skill/42c25baf-ccb3-47d9-a872-bb2ceb615538,operate precision measuring equipment,skill/competence,cross-sector
42c3287f-5e50-4559-a2d1-2000c70e0aab,http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,knowledge,sector-specific
42c3ffa5-d6a9-4a57-942a-6b79f0bbfcd7,http://data.europa.eu/esco/skill/42c3ffa5-d6a9-4a57-942a-6b79f0bbfcd7,prepare credit reports,skill/competence,sector-specific
42cb7669-c371-4903-9c0b-13db67b2e4bb,http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,knowledge,cross-sector
42dced65-823e-4f29-ad93-cae933b0dd7c,http://data.europa.eu/esco/skill/42dced65-823e-4f29-ad93-cae933b0dd7c,regulations for international transportation,knowledge,sector-specific
42ed3bfb-1a01-4c8b-9758-fc6438865734,http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,Smalltalk (computer programming),knowledge,sector-specific
42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,identify technological needs,skill/competence,cross-sector
4300b453-9bcf-474c-9ee3-92ec2229720c,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,global standards for sustainability reporting,knowledge,sector-specific
43268a87-8280-4e3f-bf97-97dc973d60ef,http://data.europa.eu/esco/skill/43268a87-8280-4e3f-bf97-97dc973d60ef,represent the company,skill/competence,cross-sector
4334037f-c1d8-4241-b82e-8db7e469327b,http://data.europa.eu/esco/skill/4334037f-c1d8-4241-b82e-8db7e469327b,electricity market,knowledge,cross-sector
4339176e-3acd-4f7f-a5d9-445bee3d23f2,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathematics,knowledge,cross-sector
4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,knowledge,sector-specific
435efc22-0dcb-487c-b9c4-d4860b6d4c52,http://data.europa.eu/esco/skill/435efc22-0dcb-487c-b9c4-d4860b6d4c52,organise storage facilities,skill/competence,cross-sector
435f167a-bb04-4bed-9167-94712ce01020,http://data.europa.eu/esco/skill/435f167a-bb04-4bed-9167-94712ce01020,supervise the management of an establishment,skill/competence,sector-specific
438d5286-1cf8-4013-a1ef-cde62682ff7a,http://data.europa.eu/esco/skill/438d5286-1cf8-4013-a1ef-cde62682ff7a,energy sector policies,knowledge,sector-specific
438ff259-d086-4004-acda-1ec3e1631bc6,http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,knowledge,sector-specific
4394a7e8-ffec-4062-b679-a2570260a84f,http://data.europa.eu/esco/skill/4394a7e8-ffec-4062-b679-a2570260a84f,types of vehicles,knowledge,cross-sector
43ae58b9-5e56-4524-b45a-b422777a0576,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,knowledge,cross-sector
43b13058-68d0-40c6-8031-caf5a7b7d20c,http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,keep task records,skill/competence,cross-sector
43d1d56b-ce62-4fe8-8f18-35d92ec73023,http://data.europa.eu/esco/skill/43d1d56b-ce62-4fe8-8f18-35d92ec73023,identify undetected organisational needs,skill/competence,cross-sector
43dfbe7f-9e10-4871-b171-e5076737b4cf,http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,digital marketing techniques,knowledge,sector-specific
43ec6db6-33f7-449b-a566-5779a7e8997a,http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,knowledge,sector-specific
440d5784-52a5-4729-8b04-29f978bd896d,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,respond to incidents in cloud,skill/competence,sector-specific
440f64e5-e66c-45ee-bc29-53c14a2ad720,http://data.europa.eu/esco/skill/440f64e5-e66c-45ee-bc29-53c14a2ad720,use geographic information systems,skill/competence,sector-specific
441da17f-5560-43d3-920e-2865931c96d2,http://data.europa.eu/esco/skill/441da17f-5560-43d3-920e-2865931c96d2,take pictures,skill/competence,sector-specific
4463a721-69f3-413d-8321-43e3af13a4f1,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,use databases,skill/competence,cross-sector
44847349-e7ff-4bdb-82b9-6a18140efcaf,http://data.europa.eu/esco/skill/44847349-e7ff-4bdb-82b9-6a18140efcaf,recognise blockchain application areas,skill/competence,sector-specific
449d119b-2d66-43a9-9230-7d27f16afbb6,http://data.europa.eu/esco/skill/449d119b-2d66-43a9-9230-7d27f16afbb6,Xcode,knowledge,sector-specific
44b768da-1397-4ff8-b575-d71889a67b9d,http://data.europa.eu/esco/skill/44b768da-1397-4ff8-b575-d71889a67b9d,meet expectations of target audience,skill/competence,cross-sector
44da96fe-26a3-4a32-9a0f-c49614bb7298,http://data.europa.eu/esco/skill/44da96fe-26a3-4a32-9a0f-c49614bb7298,manage student relationships,skill/competence,cross-sector
44e2c4c4-9fd2-42d4-a133-d81360ded4bc,http://data.europa.eu/esco/skill/44e2c4c4-9fd2-42d4-a133-d81360ded4bc,manage health and safety standards,skill/competence,cross-sector
450054eb-ccdb-42a7-baf0-371aba515fe7,http://data.europa.eu/esco/skill/450054eb-ccdb-42a7-baf0-371aba515fe7,financial engineering,knowledge,cross-sector
450de541-797a-4da0-9fe4-a81471c8047d,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,knowledge,sector-specific
452c4c68-50d7-42ed-8c4e-b437446637d0,http://data.europa.eu/esco/skill/452c4c68-50d7-42ed-8c4e-b437446637d0,develop investment portfolio,skill/competence,cross-sector
4539aeca-b56f-4d03-ba86-8f675a7f2536,http://data.europa.eu/esco/skill/4539aeca-b56f-4d03-ba86-8f675a7f2536,develop solutions to information issues,skill/competence,cross-sector
4570a262-b51f-46a1-a834-13ff67bee1c8,http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,decentralised identifiers,knowledge,sector-specific
45844ea3-bb3c-4f63-b23e-a0a62b78bc49,http://data.europa.eu/esco/skill/45844ea3-bb3c-4f63-b23e-a0a62b78bc49,provide customers with order information,skill/competence,sector-specific
45a16833-6666-488d-aadf-e02e569275e8,http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,use technology for forensics,skill/competence,cross-sector
45f1ae17-c20d-40fc-9307-7d33b6ca9213,http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,knowledge,cross-sector
4600a787-39b0-4bf1-aa69-e586262342f0,http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0,state aid regulations,knowledge,sector-specific
4600e453-d1cf-4567-96ff-5e9b4b26c030,http://data.europa.eu/esco/skill/4600e453-d1cf-4567-96ff-5e9b4b26c030,mining sector policies,knowledge,sector-specific
465e7c78-cd26-4503-a5ca-40009e807705,http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,assess users' interaction with ICT applications,skill/competence,sector-specific
465ff64a-1271-4064-8ed1-e969cb68d8b4,http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4,perform test run,skill/competence,cross-sector
46cb7282-7fb0-4d3c-b6b8-bfe81fab077e,http://data.europa.eu/esco/skill/46cb7282-7fb0-4d3c-b6b8-bfe81fab077e,draw conclusions from market research results,skill/competence,cross-sector
46e1b714-94f4-462d-88e6-31f442708812,http://data.europa.eu/esco/skill/46e1b714-94f4-462d-88e6-31f442708812,define manufacturing quality criteria,skill/competence,sector-specific
46e93774-7c6a-4dc5-bae9-be97cc461093,http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,knowledge,sector-specific
46ec0033-3c71-415e-bcff-b065675ba2dc,http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,sector-specific
473a8b64-a05c-4d49-962d-b9d9219950bc,http://data.europa.eu/esco/skill/473a8b64-a05c-4d49-962d-b9d9219950bc,analyse relation between supply chain improvement and profit,skill/competence,sector-specific
4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,develop computer vision system,skill/competence,cross-sector
477173ca-5fc2-406b-9122-95d92811f284,http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284,communicate with stakeholders,skill/competence,cross-sector
479944ef-8d2c-4279-b3d1-2b85c761fb30,http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,manage radiology information system,skill/competence,sector-specific
47a49cd6-097d-457a-9f7b-c290c14930d5,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,skill/competence,cross-sector
47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (computer programming),knowledge,sector-specific
47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,knowledge,cross-sector
47d491a9-f7c0-4b13-a10f-983d3aa0113e,http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,safety engineering,knowledge,cross-sector
48391ec6-42ba-4093-acf4-c7673b0c07f4,http://data.europa.eu/esco/skill/48391ec6-42ba-4093-acf4-c7673b0c07f4,process commissioned instructions,skill/competence,cross-sector
4840338b-ac6c-486a-be1d-9ddfe00b8bdf,http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,Spiral development,knowledge,sector-specific
484d048c-a5d1-46a5-b57f-45b69c0ac552,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,skill/competence,sector-specific
484df271-bb52-49f1-8f50-f19624bf4df2,http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,software components libraries,knowledge,sector-specific
485cdafb-3c7f-4104-ab1c-773e6131a39a,http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a,conduct scholarly research,skill/competence,cross-sector
489b2571-ce18-4944-b452-ed1f54e55b68,http://data.europa.eu/esco/skill/489b2571-ce18-4944-b452-ed1f54e55b68,Schoology,knowledge,sector-specific
48b68726-0fd6-4e03-a5eb-82236516ee7a,http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,skill/competence,cross-sector
48db96bf-3314-45c6-bad8-fdb6e20e5639,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,cross-sector
48f480aa-c9a8-4552-b1c5-e94330912257,http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,road traffic laws,knowledge,cross-sector
49047409-9307-4b41-9b04-a9615f049044,http://data.europa.eu/esco/skill/49047409-9307-4b41-9b04-a9615f049044,investment banking,knowledge,sector-specific
49118827-3dbd-4c96-aebf-a23096e43d25,http://data.europa.eu/esco/skill/49118827-3dbd-4c96-aebf-a23096e43d25,maintain contractual information,skill/competence,occupation-specific
4913d0c0-133a-4c46-aac3-f5d4989a982e,http://data.europa.eu/esco/skill/4913d0c0-133a-4c46-aac3-f5d4989a982e,product usage risks analysis,knowledge,cross-sector
4918ec9a-0204-4935-8b09-b0112370daa8,http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,establish an Information Security Management System,skill/competence,sector-specific
49320ec7-65f9-4f90-bed2-2d41784f1836,http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,compile GIS-data,skill/competence,cross-sector
4959697d-3a24-4f46-af0c-b752318e6c54,http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,knowledge,sector-specific
495ce586-09d7-4cec-83d7-2821be6590c4,http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,smart contract programming languages,knowledge,sector-specific
496932f1-0b6b-4f73-9432-d95c7ddcd43b,http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,recruit employees,skill/competence,cross-sector
499031e7-9821-4728-adb8-2925663c6ef2,http://data.europa.eu/esco/skill/499031e7-9821-4728-adb8-2925663c6ef2,credit card payments,knowledge,cross-sector
49d81d86-e748-4181-84e9-106173058081,http://data.europa.eu/esco/skill/49d81d86-e748-4181-84e9-106173058081,services marketing,knowledge,sector-specific
49dd67a9-d0a6-4375-b856-85e09032fdac,http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac,keep up-to-date with training subjects,skill/competence,sector-specific
49f6c9f1-49a6-4737-8bb0-0f6ab3558211,http://data.europa.eu/esco/skill/49f6c9f1-49a6-4737-8bb0-0f6ab3558211,clothing and footwear products,knowledge,sector-specific
49f85a99-086c-45b6-a6fa-eb90305af7b1,http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (tools for software configuration management),knowledge,sector-specific
49fed129-e32b-4f67-b80a-609d79e45b20,http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20,electronic and telecommunication equipment,knowledge,sector-specific
4a193795-fa63-414e-9f2e-bfdb3924571e,http://data.europa.eu/esco/skill/4a193795-fa63-414e-9f2e-bfdb3924571e,handle data samples,skill/competence,cross-sector
4a2a63e6-5c62-43a0-a375-fdf4c2805270,http://data.europa.eu/esco/skill/4a2a63e6-5c62-43a0-a375-fdf4c2805270,customise software for drive system,skill/competence,cross-sector
4a460161-eaea-4fe2-bd0e-164ccc635be1,http://data.europa.eu/esco/skill/4a460161-eaea-4fe2-bd0e-164ccc635be1,financial statements,knowledge,cross-sector
4a466c62-db7d-4905-9a41-f23214810acb,http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (graphics editor software),knowledge,sector-specific
4a855abe-ac5b-4e95-ac10-3c1adceeee28,http://data.europa.eu/esco/skill/4a855abe-ac5b-4e95-ac10-3c1adceeee28,international financial reporting standards,knowledge,cross-sector
4a92d8ce-ffd6-4da5-a50e-ef1bff5cc219,http://data.europa.eu/esco/skill/4a92d8ce-ffd6-4da5-a50e-ef1bff5cc219,government social security programmes,knowledge,cross-sector
4ab4e298-4e35-4e2e-938c-da2c1e11864c,http://data.europa.eu/esco/skill/4ab4e298-4e35-4e2e-938c-da2c1e11864c,create banking accounts,skill/competence,sector-specific
4b164a27-849f-4be2-ae79-d26a4969b677,http://data.europa.eu/esco/skill/4b164a27-849f-4be2-ae79-d26a4969b677,microelectronics,knowledge,cross-sector
4b244020-5f28-4e20-b74f-1c2dcb6f15cb,http://data.europa.eu/esco/skill/4b244020-5f28-4e20-b74f-1c2dcb6f15cb,apply desktop publishing techniques,skill/competence,cross-sector
4b2c4de9-43d7-4905-9d58-bc2e7d84b2e1,http://data.europa.eu/esco/skill/4b2c4de9-43d7-4905-9d58-bc2e7d84b2e1,manage tender processes,skill/competence,cross-sector
4b2db903-cd8e-48ce-97fb-a92db4def54e,http://data.europa.eu/esco/skill/4b2db903-cd8e-48ce-97fb-a92db4def54e,financial forecasting,knowledge,cross-sector
4b3ae518-6746-4487-8d3b-4cfc063a43d0,http://data.europa.eu/esco/skill/4b3ae518-6746-4487-8d3b-4cfc063a43d0,use business simulation tools,skill/competence,sector-specific
4b3c8605-819d-4b38-83fc-f23663e78dc9,http://data.europa.eu/esco/skill/4b3c8605-819d-4b38-83fc-f23663e78dc9,consultation,knowledge,cross-sector
4b51e76e-9e8a-455f-a289-5b48246345c4,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,hardware components,knowledge,cross-sector
