project_domain,project_type,project_complexity,project_criticality,role_required,team_size_required,estimated_hours,deadline_days,priority,skill_match_pct,critical_skill_match_pct,skill_level_match_pct,experience_match_pct,domain_match,role_match,critical_project_experience,performance_score,current_workload_pct,availability_pct,reliability_score,collaboration_score,project_success,task_start_date
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,66.67,0.0,66.67,85.17,0,1,4,2,36.14,73.73,46.7,52.5,0,2022-02-02
Manufacturing,Payment Systems,Moderate,High,Business Analyst,5,67.6,16,High,20.0,33.33,10.0,100.0,0,0,5,5,29.01,73.23,86.5,86.9,1,2022-02-02
Logistics,Database Migration,Basic,Low,Database Administrator,6,63.5,15,Urgent,11.11,0.0,0.0,100.0,0,0,2,3,24.35,76.04,38.8,72.5,0,2022-02-02
Logistics,Database Migration,Basic,Low,Database Administrator,6,63.5,15,Urgent,33.33,100.0,33.33,100.0,0,0,2,3,85.2,26.83,54.7,54.9,1,2022-02-02
Logistics,Database Migration,Basic,Low,Database Administrator,6,63.5,15,Urgent,11.11,0.0,11.11,100.0,0,0,2,5,32.96,67.89,68.3,84.6,1,2022-02-02
FinTech,Mobile Application,Advanced,Low,Software Engineer,5,381.4,95,Medium,14.29,0.0,14.29,100.0,1,0,1,3,14.23,80.74,49.6,62.3,1,2022-02-02
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,66.67,100.0,33.33,84.56,1,1,2,3,33.33,74.06,59.7,58.3,1,2022-02-02
Logistics,Database Migration,Basic,Low,Database Administrator,6,63.5,15,Urgent,22.22,0.0,22.22,100.0,0,0,7,2,44.01,64.05,37.0,52.1,0,2022-02-02
FinTech,Mobile Application,Advanced,Low,Software Engineer,5,381.4,95,Medium,28.57,50.0,14.29,100.0,0,1,0,2,13.5,85.94,23.9,44.5,0,2022-02-02
FinTech,Mobile Application,Advanced,Low,Software Engineer,5,381.4,95,Medium,28.57,0.0,14.29,53.64,0,1,0,1,10.3,85.22,26.4,59.4,0,2022-02-02
Manufacturing,Payment Systems,Moderate,High,Business Analyst,5,67.6,16,High,50.0,66.67,50.0,44.19,0,0,2,4,35.4,71.72,61.2,62.9,1,2022-02-02
Logistics,Cybersecurity,Moderate,High,Compliance Specialist,5,83.9,19,High,28.57,33.33,14.29,100.0,0,1,1,2,31.29,73.19,50.6,42.0,0,2022-02-02
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,66.67,100.0,0.0,100.0,0,1,2,1,29.76,65.57,27.4,38.3,0,2022-02-02
Logistics,Cybersecurity,Moderate,High,Compliance Specialist,5,83.9,19,High,42.86,0.0,42.86,100.0,0,0,1,4,21.52,76.68,66.5,79.2,0,2022-02-02
Logistics,Cybersecurity,Moderate,High,Compliance Specialist,5,83.9,19,High,42.86,33.33,28.57,44.26,0,0,5,3,29.4,71.53,41.9,48.2,0,2022-02-02
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,33.33,0.0,0.0,66.18,0,1,0,1,13.49,88.21,25.3,50.3,0,2022-02-02
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,33.33,0.0,0.0,75.37,0,1,3,2,26.41,77.18,34.9,48.3,0,2022-02-02
Retail,Web Application,Critical,Medium,Frontend Developer,7,164.3,39,Medium,0.0,0.0,0.0,56.37,0,0,1,2,28.48,73.11,35.6,54.6,0,2022-02-02
Insurance,Payment Systems,Basic,Medium,Business Analyst,4,68.6,19,Medium,20.0,0.0,20.0,100.0,0,0,0,2,30.35,76.71,40.3,37.5,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,28.57,0.0,14.29,100.0,0,1,4,1,24.89,78.79,35.0,36.3,0,2022-02-03
Insurance,Payment Systems,Basic,Medium,Business Analyst,4,68.6,19,Medium,40.0,100.0,20.0,33.06,0,0,3,2,14.22,84.49,32.4,44.4,0,2022-02-03
Insurance,Payment Systems,Basic,Medium,Business Analyst,4,68.6,19,Medium,20.0,100.0,0.0,31.68,0,0,1,3,21.91,77.1,45.3,66.0,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,14.29,0.0,14.29,85.01,0,1,2,4,25.27,74.17,64.1,70.6,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,14.29,100.0,14.29,100.0,1,0,1,1,29.22,77.12,25.7,41.2,1,2022-02-03
Energy,Monitoring,Basic,Low,Support Engineer,6,89.6,17,Low,100.0,100.0,100.0,100.0,1,1,2,3,29.22,75.61,46.1,56.1,1,2022-02-03
Energy,Monitoring,Basic,Low,Support Engineer,6,89.6,17,Low,25.0,0.0,25.0,100.0,0,0,6,5,27.89,75.71,77.0,70.7,1,2022-02-03
Insurance,Payment Systems,Basic,Medium,Business Analyst,4,68.6,19,Medium,0.0,0.0,0.0,84.02,0,0,0,4,19.31,82.54,58.5,67.0,0,2022-02-03
Insurance,Payment Systems,Basic,Medium,Business Analyst,4,68.6,19,Medium,20.0,0.0,20.0,100.0,0,0,1,5,27.33,72.67,64.6,71.8,1,2022-02-03
Energy,Monitoring,Basic,Low,Support Engineer,6,89.6,17,Low,50.0,0.0,50.0,100.0,0,0,3,1,26.04,84.49,35.6,28.7,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,71.43,100.0,42.86,100.0,0,1,2,2,24.32,71.85,25.6,43.2,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,28.57,0.0,28.57,56.67,0,0,3,5,13.1,79.71,57.5,84.4,1,2022-02-03
Energy,Monitoring,Basic,Low,Support Engineer,6,89.6,17,Low,50.0,0.0,50.0,100.0,0,0,4,2,38.57,68.04,54.6,51.4,0,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,57.14,100.0,57.14,100.0,0,1,1,2,6.56,89.92,47.9,36.5,1,2022-02-03
Government,Data Engineering,Advanced,Low,Data Engineer,8,156.2,38,High,42.86,0.0,42.86,100.0,1,0,2,4,65.33,46.13,68.6,55.0,1,2022-02-03
Energy,Monitoring,Basic,Low,Support Engineer,6,89.6,17,Low,50.0,0.0,50.0,100.0,0,0,4,4,41.02,70.15,58.8,54.8,0,2022-02-03
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,0.0,0.0,0.0,82.34,1,0,2,5,31.08,72.31,78.2,82.2,1,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,20.0,33.33,0.0,20.88,1,0,0,2,25.67,80.64,44.3,49.2,0,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,20.0,33.33,0.0,100.0,0,0,7,4,30.14,75.4,68.9,72.1,0,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,40.0,33.33,20.0,100.0,0,1,5,4,81.6,28.39,67.3,64.5,0,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,20.0,0.0,20.0,51.91,0,0,7,5,39.88,66.38,71.1,93.5,0,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,40.0,33.33,40.0,81.74,0,1,3,5,23.77,80.81,71.0,84.2,1,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,20.0,33.33,20.0,100.0,0,1,0,5,14.99,89.02,79.6,79.8,1,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,80.0,100.0,20.0,60.86,0,1,3,2,44.57,64.17,46.4,53.2,1,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,80.0,100.0,40.0,100.0,0,1,5,2,26.38,66.48,40.5,55.6,1,2022-02-04
E-commerce,Mobile Application,Advanced,High,UX Designer,11,420.4,112,High,40.0,0.0,40.0,77.57,0,0,3,4,26.61,80.18,69.0,82.6,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,50.0,0.0,50.0,100.0,0,0,3,5,15.34,80.44,68.1,93.2,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,0.0,0.0,0.0,100.0,0,0,2,4,25.08,73.61,52.4,65.4,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,50.0,100.0,50.0,100.0,1,0,0,4,47.76,66.13,65.8,61.3,1,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Systems Administrator,4,324.5,120,High,14.29,0.0,14.29,22.27,0,0,2,4,23.03,75.72,58.6,44.2,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,0.0,0.0,0.0,58.25,0,0,1,3,24.72,77.28,40.4,57.3,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Systems Administrator,4,324.5,120,High,57.14,80.0,0.0,63.64,1,0,4,1,29.2,69.09,22.3,55.7,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,0.0,0.0,0.0,100.0,0,0,0,2,23.41,78.64,30.6,57.3,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Systems Administrator,4,324.5,120,High,42.86,20.0,28.57,70.0,0,0,3,5,8.61,84.73,82.0,82.6,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,70.0,71.43,30.0,97.27,1,1,6,4,28.08,73.0,58.1,74.5,1,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,70.0,71.43,40.0,78.64,1,0,0,5,10.3,85.26,79.5,76.6,1,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,100.0,100.0,100.0,100.0,0,1,8,4,29.01,73.08,62.8,64.7,1,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,100.0,100.0,100.0,100.0,0,1,0,4,4.0,92.5,74.5,81.8,1,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,100.0,100.0,100.0,100.0,0,1,2,2,35.59,70.51,28.0,61.3,1,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,50.0,57.14,0.0,44.09,0,0,5,4,22.27,71.92,58.3,73.6,0,2022-02-04
Manufacturing,Reporting,Advanced,Medium,Data Analyst,4,198.2,62,High,50.0,0.0,50.0,100.0,1,0,0,5,20.25,81.1,69.9,71.9,1,2022-02-04
Manufacturing,Reporting,Advanced,Medium,Data Analyst,4,198.2,62,High,50.0,0.0,50.0,100.0,1,0,3,1,27.33,76.1,32.4,32.5,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,0.0,0.0,0.0,100.0,0,1,4,3,22.29,80.97,55.2,69.7,1,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,100.0,100.0,50.0,64.85,0,1,1,1,42.33,63.69,24.7,60.3,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,0.0,0.0,0.0,36.89,0,0,0,3,25.85,78.78,61.5,55.8,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,40.0,50.0,20.0,100.0,0,0,4,2,12.91,86.93,42.9,50.9,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,40.0,50.0,40.0,46.6,1,1,0,5,9.74,92.0,65.9,65.5,0,2022-02-04
Government,Testing/QA,Moderate,High,Software Engineer,7,162.0,35,High,80.0,100.0,40.0,13.59,0,0,0,3,27.36,81.51,53.3,60.7,0,2022-02-04
Manufacturing,Reporting,Advanced,Medium,Data Analyst,4,198.2,62,High,0.0,0.0,0.0,100.0,0,0,3,1,29.95,75.03,32.3,48.8,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,0.0,0.0,0.0,100.0,0,0,4,1,20.77,78.21,32.1,20.6,0,2022-02-04
E-commerce,Digital Transformation,Basic,Medium,Enterprise Architect,10,140.1,37,High,0.0,0.0,0.0,25.6,0,0,2,1,12.92,80.99,20.0,35.0,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,60.0,57.14,0.0,38.64,1,1,0,1,21.53,77.88,21.7,49.5,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,30.0,14.29,10.0,67.27,0,0,8,5,40.44,68.54,72.0,73.5,0,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,50.0,42.86,30.0,2.73,1,1,0,5,19.87,79.59,68.2,79.6,0,2022-02-04
Manufacturing,Reporting,Advanced,Medium,Data Analyst,4,198.2,62,High,0.0,0.0,0.0,16.69,1,1,0,1,18.72,80.11,20.0,39.0,0,2022-02-04
Manufacturing,Reporting,Advanced,Medium,Data Analyst,4,198.2,62,High,100.0,100.0,50.0,88.48,0,1,4,5,29.57,68.42,66.6,76.5,1,2022-02-04
FinTech,Cloud Migration,Critical,Critical,Solution Architect,7,201.9,49,Urgent,10.0,0.0,10.0,91.82,0,0,4,3,26.57,75.63,66.7,72.3,0,2022-02-04
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,33.33,33.33,33.33,100.0,0,1,2,5,14.81,84.75,75.2,76.5,1,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,100.0,100.0,0.0,20.45,0,0,0,1,23.81,82.17,36.9,56.2,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,11.11,0.0,11.11,40.32,0,1,0,4,4.0,95.91,60.6,62.3,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,22.22,66.67,22.22,100.0,0,1,1,1,20.81,88.29,40.0,37.6,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,11.11,33.33,11.11,100.0,1,1,0,2,17.06,81.44,40.2,56.1,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,33.33,33.33,33.33,100.0,1,0,5,4,39.52,66.6,58.1,65.6,0,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,25.0,33.33,0.0,23.64,1,0,0,2,26.23,74.86,31.7,49.0,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,100.0,100.0,100.0,100.0,0,1,0,1,9.74,90.43,40.8,35.2,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,50.0,0.0,50.0,100.0,0,0,0,1,29.22,74.94,27.2,42.7,0,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,50.0,66.67,0.0,31.82,0,1,2,2,18.34,81.2,37.6,46.8,0,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,50.0,66.67,0.0,30.91,1,0,1,4,37.46,69.78,58.0,65.8,0,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,75.0,100.0,0.0,27.73,0,0,4,5,18.54,77.95,69.2,85.7,1,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,50.0,66.67,50.0,100.0,0,0,0,1,8.42,90.95,40.8,40.1,1,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,40.0,66.67,20.0,100.0,0,0,1,1,43.07,64.86,28.0,40.1,0,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,40.0,66.67,40.0,100.0,1,0,0,4,15.18,88.72,67.0,72.9,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,11.11,0.0,11.11,100.0,0,1,4,1,26.2,79.88,46.5,38.3,0,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,30.0,66.67,20.0,100.0,0,0,4,4,33.32,72.29,73.4,62.2,1,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,10.0,0.0,10.0,100.0,0,0,3,4,30.54,82.13,71.2,54.2,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,100.0,100.0,100.0,100.0,0,0,5,5,42.7,61.38,72.3,84.9,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,0.0,0.0,0.0,75.7,0,0,0,2,24.91,77.89,48.3,49.6,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,0.0,0.0,0.0,98.59,0,0,1,2,24.73,78.99,37.1,48.6,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,0.0,0.0,0.0,100.0,0,0,0,1,12.35,80.61,24.3,46.4,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,7,244.1,66,Low,50.0,0.0,50.0,100.0,1,0,0,5,23.01,77.93,74.5,70.0,1,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,25.0,33.33,0.0,88.18,1,0,3,3,19.86,85.96,67.4,59.0,0,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,55.56,66.67,55.56,100.0,0,0,6,5,39.7,67.3,75.3,55.0,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,22.22,66.67,11.11,100.0,0,0,1,5,36.71,70.68,63.8,84.3,1,2022-02-05
Energy,Monitoring,Basic,Low,DevOps Engineer,6,100.0,20,Low,70.0,100.0,60.0,7.81,0,1,0,3,12.18,84.82,47.5,67.9,1,2022-02-05
SaaS,Dashboards,Moderate,Low,BI Developer,9,108.6,28,Low,22.22,33.33,22.22,100.0,0,1,0,4,4.49,96.2,81.9,66.0,1,2022-02-05
Technology,Business Intelligence,Critical,Critical,Data Engineer,6,184.4,42,Urgent,100.0,100.0,50.0,69.55,1,0,3,3,23.05,84.07,57.4,66.4,0,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,14.29,0.0,14.29,76.5,0,1,1,1,26.22,74.37,22.9,54.0,0,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,28.57,0.0,28.57,0.91,1,0,0,5,4.0,92.9,80.7,94.1,1,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,85.71,100.0,85.71,100.0,0,0,2,2,22.46,74.15,45.3,52.1,1,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,42.86,33.33,42.86,69.22,0,0,3,4,25.45,76.52,56.3,62.4,0,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,28.57,0.0,28.57,35.52,1,0,1,1,35.39,68.3,20.5,46.3,0,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,71.43,33.33,57.14,33.7,0,1,1,1,13.29,85.83,33.4,55.7,0,2022-02-05
Manufacturing,Machine Learning,Moderate,Medium,ML Engineer,6,155.0,41,High,0.0,0.0,0.0,100.0,1,0,2,4,37.09,72.34,67.8,69.7,0,2022-02-05
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,10.0,0.0,10.0,100.0,0,0,4,2,27.34,77.02,36.5,53.9,0,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,10.0,33.33,10.0,100.0,1,0,4,5,42.32,65.31,68.4,86.7,1,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,0.0,0.0,0.0,100.0,0,0,3,2,37.08,73.79,49.6,41.6,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,0.0,0.0,0.0,100.0,0,1,6,5,31.84,73.43,71.6,75.8,1,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,33.33,100.0,0.0,100.0,0,1,3,2,39.88,60.38,39.7,58.3,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,0.0,0.0,0.0,100.0,0,1,7,5,47.57,63.85,74.6,76.6,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,33.33,0.0,33.33,100.0,1,1,3,5,26.22,74.59,54.5,62.5,1,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,0.0,0.0,0.0,100.0,0,0,4,2,32.6,78.05,35.0,39.5,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,66.67,100.0,66.67,100.0,0,1,2,4,28.07,67.29,54.1,60.1,1,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,33.33,100.0,0.0,100.0,0,0,1,1,7.12,88.72,22.3,50.8,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,0.0,0.0,0.0,100.0,0,1,0,2,4.12,96.3,47.8,47.3,0,2022-02-06
Travel,Enterprise Architecture,Basic,Medium,Technical Lead,8,114.9,24,Low,0.0,0.0,0.0,100.0,0,0,0,1,19.67,83.62,30.2,40.9,0,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,20.0,0.0,20.0,100.0,0,0,1,2,15.73,83.64,48.8,55.1,0,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,20.0,33.33,20.0,100.0,0,0,2,3,24.54,79.36,45.6,62.8,1,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,60.0,66.67,60.0,100.0,0,1,1,5,21.72,76.48,69.1,84.9,1,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,40.0,0.0,40.0,100.0,0,1,1,4,23.04,78.07,56.0,66.9,0,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,22.22,0.0,22.22,100.0,0,0,2,1,22.27,73.4,39.9,56.8,0,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,88.89,100.0,77.78,52.56,1,0,3,4,39.32,71.2,69.3,78.4,1,2022-02-06
Retail,AI/NLP,Basic,Medium,ML Engineer,7,103.5,21,Urgent,50.0,66.67,40.0,100.0,0,1,2,2,31.47,73.54,44.3,55.6,0,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,33.33,33.33,33.33,100.0,0,0,0,3,23.42,84.06,66.4,67.6,1,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,55.56,0.0,33.33,30.13,0,0,3,5,38.38,65.01,62.8,67.0,1,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,66.67,100.0,22.22,46.79,0,0,3,2,31.27,71.44,41.8,54.0,1,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,44.44,0.0,11.11,100.0,0,0,7,1,46.07,66.01,37.5,44.0,0,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,66.67,66.67,50.0,100.0,0,0,2,4,28.46,73.7,60.8,61.1,1,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,0.0,0.0,0.0,100.0,0,0,3,4,17.22,75.99,62.4,80.7,1,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,16.67,0.0,16.67,100.0,0,1,1,1,13.49,88.51,35.1,43.5,0,2022-02-06
E-commerce,Fraud Detection,Basic,Low,Data Scientist,7,46.1,11,Low,33.33,33.33,33.33,100.0,0,0,3,4,17.03,80.99,72.6,67.3,1,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,66.67,100.0,66.67,100.0,0,0,1,5,22.29,77.54,74.4,68.0,0,2022-02-06
Insurance,Fraud Detection,Critical,Medium,ML Engineer,7,198.5,57,High,55.56,0.0,33.33,41.03,0,0,1,1,23.22,76.22,34.7,44.0,0,2022-02-06
Logistics,Enterprise Architecture,Critical,Critical,Enterprise Architect,6,162.9,62,Urgent,100.0,100.0,50.0,100.0,1,0,8,5,36.88,65.93,76.6,75.9,1,2022-02-07
Logistics,Enterprise Architecture,Critical,Critical,Enterprise Architect,6,162.9,62,Urgent,0.0,0.0,0.0,13.94,1,0,5,1,39.34,68.45,23.6,47.7,0,2022-02-07
Logistics,Enterprise Architecture,Critical,Critical,Enterprise Architect,6,162.9,62,Urgent,50.0,33.33,25.0,46.0,0,0,2,2,21.16,80.08,40.7,57.6,0,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,83.33,100.0,66.67,100.0,0,0,3,3,25.85,76.61,53.6,58.7,0,2022-02-07
Manufacturing,Dashboards,Basic,Medium,Data Analyst,5,188.6,59,Medium,12.5,33.33,12.5,46.88,0,0,0,3,17.4,83.21,41.9,70.6,1,2022-02-07
Manufacturing,Dashboards,Basic,Medium,Data Analyst,5,188.6,59,Medium,25.0,33.33,25.0,100.0,0,1,0,2,10.31,93.53,51.8,59.3,0,2022-02-07
Manufacturing,Dashboards,Basic,Medium,Data Analyst,5,188.6,59,Medium,62.5,66.67,50.0,100.0,0,0,3,3,21.91,76.72,45.6,47.3,1,2022-02-07
Manufacturing,Dashboards,Basic,Medium,Data Analyst,5,188.6,59,Medium,25.0,33.33,25.0,72.92,0,1,2,3,31.1,77.31,44.9,62.2,0,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,50.0,50.0,16.67,100.0,1,1,7,2,35.19,68.04,40.7,48.8,0,2022-02-07
Logistics,Enterprise Architecture,Critical,Critical,Enterprise Architect,6,162.9,62,Urgent,75.0,66.67,50.0,78.53,0,0,1,4,21.55,81.18,54.3,74.5,1,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,16.67,0.0,16.67,100.0,0,1,0,3,4.0,87.75,45.0,61.4,0,2022-02-07
Education,Fraud Detection,Moderate,Medium,ML Engineer,3,149.0,31,High,25.0,0.0,25.0,100.0,0,0,2,3,23.97,76.3,41.4,43.5,0,2022-02-07
Education,Fraud Detection,Moderate,Medium,ML Engineer,3,149.0,31,High,25.0,100.0,0.0,52.03,1,0,1,1,38.01,67.92,20.0,40.9,0,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,0.0,0.0,0.0,100.0,0,0,2,3,23.2,77.72,52.4,58.0,0,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,83.33,100.0,50.0,74.59,0,0,0,4,26.97,81.32,68.5,58.7,0,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,33.33,50.0,33.33,100.0,1,0,9,5,24.33,78.35,82.3,75.3,1,2022-02-07
Insurance,Database Migration,Moderate,Medium,Solution Architect,8,150.1,41,Medium,33.33,50.0,0.0,69.93,0,0,3,3,26.95,71.61,46.0,59.8,0,2022-02-07
