employee_id,Department,Job_Title,Years_At_Company,Education_Level,Performance_Score,Projects_Handled,esco_occupation,reliability_score,collaboration_score,critical_project_experience,capacity_week,baseline_load,esco_occupation_uri,isco_group,domain_experience,skill_count,assignments_in_dataset
9644,Engineering,Engineer,6,High School,1,39,telecommunications engineer,28.2,48.4,0,32.46189376443418,0.4677551020408164,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153,Energy|Telecom,40,14
28005,HR,Developer,5,High School,1,14,ICT trainer,28.7,38.3,0,35.38799076212471,0.17214285714285718,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,E-commerce|Education|Energy|Manufacturing,17,0
1626,IT,Technician,1,Bachelor,5,7,ICT help desk agent,72.6,73.6,1,58.92609699769053,0.45357142857142857,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512,Banking|FinTech,24,0
61130,IT,Engineer,5,Bachelor,2,22,artificial intelligence engineer,43.3,56.9,1,47.235565819861435,0.4119387755102041,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8,2511,Education|Manufacturing|SaaS|Technology|Travel,58,14
84139,Legal,Analyst,2,Bachelor,4,17,tax compliance officer,66.1,66.6,2,38.38568129330254,0.2958163265306123,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352,Banking|Government|Retail|Telecom,24,0
32128,Engineering,Consultant,0,Bachelor,2,22,ICT research consultant,35.8,50.8,1,56.69284064665127,0.6369387755102041,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,Media,54,5
9823,Engineering,Developer,6,High School,3,32,IoT developer,52.7,66.8,3,56.466512702078525,0.6591836734693878,http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,2512,Education|FinTech|Technology,19,4
77875,Sales,Analyst,0,Bachelor,3,6,market research analyst,59.3,57.8,0,61.6189376443418,0.47234693877551026,http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1,2431,Healthcare|Logistics|Manufacturing,37,3
36289,Finance,Manager,3,High School,2,5,financial manager,48.7,64.9,1,49.54272517321016,0.2661224489795918,http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211,Banking|Insurance|Telecom,56,4
43940,Customer Support,Developer,0,Master,4,20,ICT application configurator,66.7,77.7,1,38.697459584295615,0.25448979591836735,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Retail|Telecom|Travel,48,5
16970,Engineering,Analyst,4,Bachelor,3,10,data analyst,49.6,56.2,1,54.466512702078525,0.38224489795918365,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,FinTech|Media,53,5
83710,Legal,Consultant,5,Bachelor,5,15,legal consultant,72.2,75.0,3,53.6189376443418,0.45336734693877556,http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb,2619,Banking|Education|Healthcare,28,0
73373,IT,Engineer,1,PhD,1,42,integration engineer,25.4,41.2,3,33.92609699769053,0.4714285714285715,http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511,Manufacturing,33,9
71769,IT,Specialist,3,PhD,1,17,user interface designer,29.9,39.7,0,44.54041570438799,0.3708163265306123,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,2513,Government|Manufacturing|Travel,49,14
29363,Engineering,Manager,1,Bachelor,5,35,ICT research manager,80.9,70.5,4,39.00461893764434,0.43785714285714283,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223,Education|SaaS,31,3
50415,Finance,Manager,6,High School,5,27,corporate risk manager,77.0,83.9,2,38.23325635103926,0.37806122448979596,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,2412,Government|Logistics,40,1
91652,IT,Engineer,0,Bachelor,5,40,cloud architect,65.8,77.7,2,63.235565819861435,0.8539795918367348,http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,2512,Technology,11,1
66991,Finance,Developer,0,Bachelor,1,33,software developer,27.2,42.6,0,48.311778290993075,0.5654081632653062,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Government|Retail,45,6
73276,Operations,Developer,9,Bachelor,4,46,system configurator,75.5,57.0,10,54.38799076212471,0.8163265306122449,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Government|Insurance|Manufacturing,60,5
22308,Customer Support,Engineer,7,Master,5,29,ICT help desk agent,72.3,77.4,7,54.61662817551963,0.6705102040816326,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512,Education|FinTech|Healthcare,21,0
69016,HR,Manager,6,Bachelor,1,23,employer branding manager,36.2,32.7,3,59.3094688221709,0.6631632653061225,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,E-commerce|Education|Healthcare,13,0
53475,IT,Specialist,3,Bachelor,1,39,database administrator,32.8,40.8,2,49.00230946882217,0.6777551020408163,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,2521,Healthcare|Manufacturing|Media|Technology,39,14
89537,IT,Consultant,2,Bachelor,1,1,green ICT consultant,38.4,56.3,0,46.15704387990762,0.19122448979591838,http://data.europa.eu/esco/occupation/22987b58-dbfa-4ecd-ae3f-82dd209255f6,2511,Energy|Technology|Telecom|Travel,21,1
9528,IT,Specialist,6,Bachelor,3,9,digital forensics expert,50.9,51.2,0,37.311778290993075,0.13102040816326532,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,Banking|Media|Retail|Travel,50,14
62911,HR,Developer,7,Master,4,18,corporate trainer,60.3,58.6,3,39.6189376443418,0.2770408163265306,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,E-commerce|Insurance|Logistics,25,0
86544,Engineering,Manager,9,Bachelor,1,10,enterprise architect,39.0,59.4,2,53.15473441108545,0.4422448979591837,http://data.europa.eu/esco/occupation/2bef94db-0088-4507-982a-2ca717529adb,2511,Education|Manufacturing|SaaS,52,11
68312,Sales,Manager,3,Bachelor,1,40,online sales channel manager,37.3,46.3,6,57.311778290993075,0.7789795918367347,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221,Retail|SaaS,22,0
80397,Finance,Manager,3,High School,4,35,investment manager,48.4,65.0,8,53.466512702078525,0.6478571428571429,http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036,2412,SaaS,39,0
42034,HR,Technician,6,Master,2,5,human resources assistant,57.7,61.7,0,59.77136258660508,0.46112244897959187,http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,4416,Education|Government|Healthcare|Insurance|Media,25,0
8525,Engineering,Analyst,9,PhD,3,46,ICT test analyst,43.6,55.4,14,46.08083140877598,0.6813265306122449,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,Energy|Media|Retail|SaaS,22,0
70903,IT,Technician,1,High School,4,15,ICT security technician,64.0,59.3,0,47.92609699769053,0.3783673469387755,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,3512,Banking|Energy|SaaS|Telecom,51,13
55523,Operations,Analyst,4,Master,5,7,ICT test analyst,77.7,80.2,1,50.92609699769053,0.3335714285714286,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,Logistics|Retail|Technology,20,2
3933,Sales,Consultant,5,Bachelor,5,31,sales account manager,75.0,74.9,2,38.69284064665127,0.4679591836734694,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,1420,Banking|Education|Travel,27,0
33117,Finance,Analyst,5,Master,3,49,financial analyst,46.1,56.6,3,30.92378752886836,0.55,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,2413,Banking|FinTech|Insurance,33,3
53122,IT,Technician,0,Master,3,28,ICT security technician,56.9,61.9,1,50.08083140877598,0.5392857142857144,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,3512,Retail|Technology|Telecom,54,8
58675,Finance,Developer,7,Master,4,4,software developer,66.5,84.0,0,41.77136258660508,0.17989795918367346,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Education|Insurance,70,8
70715,Engineering,Specialist,1,High School,3,37,embedded system designer,50.2,63.3,1,36.38568129330254,0.49030612244897964,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,FinTech|Media|SaaS,35,11
37273,Engineering,Consultant,1,Bachelor,3,38,ICT research consultant,40.0,69.5,0,38.697459584295615,0.45653061224489805,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,Energy|Manufacturing,53,2
12388,IT,Analyst,8,Bachelor,4,21,ICT disaster recovery analyst,81.5,58.0,2,35.46189376443418,0.3107142857142857,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,FinTech|Media|Telecom,40,9
77112,Engineering,Manager,0,Bachelor,3,36,enterprise architect,54.0,67.3,1,51.61662817551963,0.7040816326530612,http://data.europa.eu/esco/occupation/2bef94db-0088-4507-982a-2ca717529adb,2511,Technology|Travel,50,14
54407,Engineering,Manager,5,Bachelor,5,13,ICT research manager,83.1,77.2,1,43.84757505773672,0.3259183673469388,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223,Manufacturing|Media|SaaS|Technology|Telecom,32,1
7607,Marketing,Engineer,7,Master,2,44,web developer,40.7,48.8,7,46.3094688221709,0.7038775510204082,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,2513,E-commerce|Education|Insurance|Retail|SaaS|Travel,60,12
45541,Operations,Technician,8,High School,3,48,sales processor,48.0,73.8,9,46.235565819861435,0.6887755102040817,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,Insurance,25,0
2025,Operations,Specialist,1,Bachelor,5,31,ICT capacity planner,71.6,62.1,3,35.84988452655889,0.3629591836734694,http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04,2523,Energy|Insurance|Media,30,14
87254,IT,Engineer,5,High School,3,2,cloud engineer,41.9,63.5,0,57.235565819861435,0.3374489795918368,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Insurance|SaaS,33,6
92188,IT,Specialist,1,High School,4,1,ICT usability tester,71.8,69.7,0,55.84988452655889,0.32622448979591845,http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,2519,Telecom,27,11
46795,Customer Support,Specialist,3,Master,1,40,customer service representative,33.9,54.8,1,61.6189376443418,0.8539795918367348,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,4225,Retail|Travel,24,0
59002,Engineering,Specialist,4,High School,1,10,embedded system designer,24.8,40.0,1,47.61662817551963,0.3522448979591837,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,SaaS|Technology|Telecom,30,4
51910,HR,Engineer,2,Bachelor,4,31,human resources officer,59.2,68.9,1,50.07852193995381,0.6179591836734694,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Education,35,0
7740,Engineering,Technician,2,Bachelor,3,46,computer hardware test technician,49.6,46.1,3,58.00461893764434,0.8463265306122449,http://data.europa.eu/esco/occupation/becbe3ca-e000-40c0-9f67-5c4035b930ea,3114,Manufacturing|Telecom,31,0
62593,IT,Manager,1,Bachelor,4,11,ICT help desk manager,58.3,66.3,0,45.69515011547344,0.30346938775510207,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3512,Manufacturing|SaaS|Technology,18,0
75566,Operations,Technician,9,High School,1,42,call centre quality auditor,38.8,43.3,4,56.46189376443418,0.8614285714285714,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,3341,Banking|Government|Insurance|Logistics|Manufacturing,23,0
82938,Marketing,Developer,3,Bachelor,4,1,web content manager,59.5,67.5,0,39.466512702078525,0.056224489795918375,http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,2513,Insurance|Technology,40,8
44884,IT,Consultant,8,High School,3,16,ICT consultant,53.8,64.6,1,37.92378752886836,0.2845918367346939,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Education|Healthcare|Technology|Telecom,28,0
28452,HR,Engineer,4,Master,3,0,human resources officer,55.5,46.8,0,33.15473441108545,0.05,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Education|FinTech|Insurance|Logistics,33,0
46466,Operations,Engineer,0,Bachelor,2,34,numerical tool and process control programmer,28.0,51.1,1,55.23094688221709,0.7566326530612246,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,2514,Insurance|Manufacturing,52,3
90120,IT,Specialist,5,Bachelor,5,26,user interface designer,79.0,71.7,2,52.0,0.6218367346938776,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,2513,E-commerce,59,14
63806,Engineering,Manager,1,Master,2,28,ICT change and configuration manager,28.8,43.3,0,53.235565819861435,0.5692857142857144,http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,2519,Insurance,20,3
31822,Finance,Developer,2,Master,5,10,software developer,66.0,69.2,0,54.92609699769053,0.42724489795918374,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Energy|Insurance|Logistics|Media|Travel,64,10
9376,IT,Consultant,5,Master,2,22,cloud architect,40.5,33.4,2,60.0,0.6969387755102041,http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,2512,Healthcare|Logistics|SaaS,9,1
97444,Legal,Analyst,7,Bachelor,1,18,policy officer,31.1,40.8,0,34.69515011547344,0.21704081632653063,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,Banking|Government|Logistics|Media|Retail,41,1
43463,Marketing,Analyst,4,Bachelor,4,2,advertising media planner,69.0,64.4,0,37.69515011547344,0.08244897959183674,http://data.europa.eu/esco/occupation/b55718eb-e8ff-4485-8ad0-bbac32cbd77b,2431,E-commerce|Retail|Travel,28,1
55919,HR,Consultant,9,Master,5,31,career guidance advisor,68.7,70.8,5,42.00230946882217,0.48295918367346935,http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e,2423,Government|Retail|Technology,39,0
65702,Legal,Engineer,3,Bachelor,4,32,compliance engineer,63.3,80.5,4,60.61662817551963,0.7941836734693878,http://data.europa.eu/esco/occupation/a950e88b-cb5e-4a7d-8a94-3f9460b487d7,2149,Education|Logistics,27,0
31592,IT,Technician,9,High School,2,22,ICT network technician,57.0,63.0,3,60.697459584295615,0.6069387755102041,http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617,3513,Insurance|SaaS|Telecom,24,2
16733,Operations,Specialist,2,Bachelor,2,35,data quality specialist,45.4,52.8,1,37.23325635103926,0.45285714285714285,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,Retail,23,2
22502,Engineering,Consultant,4,High School,5,4,ICT research consultant,71.7,85.1,0,40.54041570438799,0.16489795918367348,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,Energy|Media|Technology,60,3
15090,IT,Technician,9,High School,4,4,ICT technician,61.5,67.7,0,40.697459584295615,0.10489795918367348,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,FinTech|Healthcare|Manufacturing|Travel,53,2
83360,Marketing,Specialist,6,Bachelor,3,10,user interface designer,58.5,53.9,0,53.23325635103926,0.4122448979591837,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,2513,Government|Retail|Technology,54,14
22695,Sales,Consultant,8,Master,1,42,ICT vendor relationship manager,32.4,45.0,2,39.311778290993075,0.5314285714285715,http://data.europa.eu/esco/occupation/e8bbc7fd-cfa2-406f-a664-57e5024cfbc5,1330,Energy|Logistics|Media|Retail|SaaS,24,0
84,HR,Analyst,8,Master,1,38,employment agent,32.8,46.1,1,58.08083140877598,0.7715306122448979,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea,3333,Banking|E-commerce|FinTech|Manufacturing,19,0
93215,Engineering,Engineer,5,High School,3,38,ethical hacker,53.7,59.7,4,62.311778290993075,0.831530612244898,http://data.europa.eu/esco/occupation/76ef0a87-6afe-4560-b5d0-9a086abe45c5,2529,Energy|Telecom,42,14
15923,IT,Developer,9,PhD,5,25,web developer,61.8,65.8,4,57.697459584295615,0.5956122448979593,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,2513,Banking|Education|Healthcare|Manufacturing|Technology|Telecom,70,10
72524,Marketing,Manager,7,Bachelor,5,42,brand manager,77.8,60.7,8,41.697459584295615,0.5464285714285715,http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,2431,Education|Travel,34,0
38881,IT,Specialist,4,High School,2,13,digital forensics expert,35.0,44.5,0,35.773672055427255,0.14591836734693878,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,FinTech|SaaS|Technology,48,14
34013,Operations,Engineer,4,High School,4,7,numerical tool and process control programmer,56.4,62.9,0,63.15704387990762,0.5135714285714286,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,2514,Government|Insurance|Manufacturing|Technology,54,3
10866,Marketing,Manager,4,Master,4,43,marketing manager,55.4,92.0,3,33.69284064665127,0.5276530612244898,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221,E-commerce|Media|Travel,70,1
31154,Engineering,Consultant,0,High School,3,42,ICT research consultant,42.2,64.4,3,47.46189376443418,0.7264285714285714,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,Manufacturing,51,4
5772,HR,Developer,3,Bachelor,1,25,corporate trainer,28.7,51.2,1,54.3094688221709,0.6106122448979592,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,Education,20,2
93985,Finance,Engineer,1,Bachelor,3,48,accounting analyst,49.3,53.3,3,33.92609699769053,0.5387755102040817,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,FinTech,23,1
44860,Customer Support,Engineer,4,Bachelor,3,32,after-sales service technician,52.7,64.2,6,60.15704387990762,0.7491836734693877,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433,Logistics|Retail,20,1
57658,IT,Developer,1,Bachelor,5,19,database developer,74.3,86.4,3,44.92609699769053,0.378265306122449,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Healthcare|Technology,70,10
12633,IT,Manager,3,Master,1,3,ICT project manager,28.7,59.7,0,33.54041570438799,0.05,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,Insurance|Logistics|Telecom,43,4
76454,Finance,Specialist,9,Master,2,17,financial fraud examiner,51.1,45.9,1,43.54041570438799,0.3558163265306123,http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151,2411,Energy|Telecom|Travel,19,3
11895,Marketing,Developer,7,Bachelor,3,12,digital media designer,60.1,55.5,1,43.84757505773672,0.3146938775510204,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166,Banking|Manufacturing|Media,57,2
91955,Engineering,Developer,3,Master,5,38,blockchain developer,75.6,72.5,4,37.38568129330254,0.516530612244898,http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2,2512,E-commerce|Retail|SaaS,52,5
35227,Engineering,Technician,3,High School,2,13,computer hardware engineering technician,33.7,61.0,0,52.3094688221709,0.4459183673469388,http://data.europa.eu/esco/occupation/38a7f453-a7f0-45d2-a74d-5b92506e4a21,3114,Energy,45,4
8972,IT,Developer,4,High School,3,33,cloud software developer,51.7,47.6,2,35.92378752886836,0.4454081632653062,http://data.europa.eu/esco/occupation/781a6350-e686-45b9-b075-e4c8d5a05ff7,2512,Media|Retail,22,5
63163,Engineering,Engineer,9,Master,4,24,data engineer,70.2,70.3,3,55.84757505773672,0.6293877551020408,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,Banking|Energy|Logistics|SaaS,28,7
24577,Customer Support,Consultant,2,Bachelor,2,27,customer experience manager,33.3,48.0,1,45.08083140877598,0.4530612244897959,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,2431,E-commerce|Logistics|SaaS|Travel,27,0
21971,Legal,Manager,5,High School,3,19,director of compliance and information security,66.6,79.7,2,57.54041570438799,0.588265306122449,http://data.europa.eu/esco/occupation/b1ed68f8-8d51-4bcc-8825-bd554859480f,1213,E-commerce|Education|Insurance|SaaS|Technology,12,2
20043,Finance,Developer,0,Bachelor,2,24,software developer,32.4,44.4,3,35.6189376443418,0.28438775510204084,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Energy,46,9
70602,Finance,Technician,0,Bachelor,2,17,tax clerk,37.7,55.7,0,57.54272517321016,0.5208163265306123,http://data.europa.eu/esco/occupation/84fabf82-4abf-4f41-99aa-55718a2e500b,4312,Government|Travel,15,0
23363,Finance,Technician,7,Bachelor,5,29,tax clerk,79.7,82.0,4,61.54041570438799,0.7605102040816327,http://data.europa.eu/esco/occupation/84fabf82-4abf-4f41-99aa-55718a2e500b,4312,Banking|Government|Insurance|Retail,24,0
30600,Engineering,Developer,7,Master,5,15,IoT developer,75.7,75.1,5,48.08083140877598,0.3633673469387755,http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,2512,Banking|Manufacturing|SaaS,17,2
28549,IT,Manager,3,Bachelor,4,29,ICT business analysis manager,73.0,72.7,1,36.23094688221709,0.4155102040816327,http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,2511,E-commerce|Insurance|Telecom,24,7
43529,HR,Engineer,9,Bachelor,5,4,ICT trainer,76.3,88.1,1,46.311778290993075,0.2098979591836735,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Healthcare|Insurance|Logistics|Retail|Telecom,31,0
78291,HR,Manager,4,Bachelor,3,31,human resources manager,61.1,65.4,2,46.46420323325635,0.5429591836734694,http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212,Manufacturing|Retail|Travel,54,0
8435,Sales,Consultant,4,Bachelor,4,10,ICT account manager,63.3,69.6,2,45.235565819861435,0.24724489795918364,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,Education|Government|Logistics,28,1
90116,HR,Developer,9,Bachelor,5,34,corporate trainer,71.4,69.0,8,57.08083140877598,0.7116326530612246,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,Education|Energy|Logistics|SaaS|Telecom,25,0
71757,Operations,Specialist,8,Bachelor,5,40,procurement category specialist,72.5,75.0,5,38.69284064665127,0.5689795918367347,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,2422,FinTech|Government|Healthcare|Technology,23,0
56167,Engineering,Specialist,1,High School,3,33,data warehouse designer,57.9,73.2,3,42.46420323325635,0.5054081632653061,http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84,2521,Banking|Energy|Media,63,14
87388,Sales,Specialist,6,Bachelor,2,43,technical sales representative,46.3,43.5,3,43.77136258660508,0.6476530612244898,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,2433,E-commerce|SaaS,38,1
74354,IT,Developer,8,Bachelor,2,1,web developer,41.0,62.9,0,52.46420323325635,0.2962244897959184,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,2513,Insurance|SaaS|Telecom,54,8
12411,Marketing,Consultant,1,Bachelor,4,11,employer branding manager,52.9,65.8,0,48.311778290993075,0.31846938775510203,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,FinTech,12,0
93109,Customer Support,Manager,1,Bachelor,5,44,call centre manager,81.1,85.3,2,38.23094688221709,0.6138775510204082,http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39,1439,E-commerce|Logistics|Telecom,38,0
30347,Marketing,Engineer,9,High School,2,27,digital media designer,46.8,67.8,3,49.00461893764434,0.49806122448979595,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166,E-commerce|Education|Healthcare|Logistics|Retail,60,8
82702,IT,Manager,1,Bachelor,5,17,ICT project manager,65.0,72.6,0,61.773672055427255,0.5808163265306123,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,Media|Travel,43,7
89011,Sales,Analyst,9,Master,3,39,sales processor,60.9,76.6,4,48.84757505773672,0.6927551020408164,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,E-commerce|Logistics|Travel,30,0
54955,Finance,Engineer,6,Bachelor,5,2,accounting analyst,79.1,83.2,0,44.15704387990762,0.17244897959183672,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,FinTech|Insurance|Telecom,24,1
8920,HR,Developer,2,Bachelor,1,28,ICT trainer,25.0,49.4,3,41.23325635103926,0.43428571428571433,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Technology,15,1
7491,IT,Technician,2,Master,1,11,data centre operator,31.5,47.8,1,38.466512702078525,0.15346938775510205,http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3,3511,E-commerce|Telecom,25,6
77960,Customer Support,Analyst,5,High School,5,47,call centre analyst,82.8,65.4,4,32.69284064665127,0.5575510204081633,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341,Healthcare|Insurance|Retail|Telecom,22,3
6723,Operations,Developer,0,Bachelor,3,22,system configurator,32.6,43.6,0,35.23325635103926,0.2769387755102041,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Manufacturing|Retail|Technology,44,5
17858,Finance,Developer,9,Bachelor,1,34,database developer,48.2,43.3,3,38.61662817551963,0.48663265306122455,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,FinTech|Insurance,59,8
